prod_name,prod_price_frac,prod_price_whole
"OXO Good Grips 3-in-1 Avocado Slicer, Green,Good Luck Sock Women's Avocados Crew Socks - Grey, Adult Shoe size 5-9,RAINBEAN Cute Avocado Plush Toy Mini Comfort Food Pillow Plushie Soft Fruit Stuffed Cushion Doll Chrismas Birthday Gift Bedroom Living Room (7.87inch/20cm),Avocado Stickers,Joie Clear Avocado Fresh Saver Pod, Green,Good Luck Sock Men's Avocados Crew Socks - Orange, Adult Shoe size 7-12,Skip Hop Farmstand Avocado Stroller Toy,AvoSeedo Bowl Grow Your Own Avocado Tree, Evergreen, Perfect Avocado Tree Growing Kit for Every Avocado Lover – Green,Good Luck Sock Women's Avocado Yoga Socks - Green, Adult Shoe Size 5-9,Avocado Pattern Stainless Steel 16 oz Travel Mug with Lid,Cute Avocado Shape Pendant Necklace for Women Girl Fruit Shape Chains Charms Necklace Party Gifts,3 in 1 Avocado Slicer Peeler and 2pcs Reusable Avocado Saver /Preserve/Storage Cover/Holder Kitchen Utensil Tool For Fresh Ripe Avocados,Avocado: Cool Notebook, Journal, Diary (110 Pages, Blank, 6 x 9) funny Notebook sarcastic Humor Journal, gift for graduation, for adults, for entrepeneur, for women, for men,Womens Avagato Funny T shirts Avocado Cat Tee Cute Cat Face Shirt Novelty T shir,Old World Christmas Avocado Glass Blown Ornament,Cute Avocado Plush Toy 9.8"" Avocado Stuffed Pillow Gift for Girls Boys Friends (9.8"" Plush Pillow)","00,00,98,75,99,00,95,99,00,97,99,29,79,99,68,63","10,13,16,2,12,13,12,19,13,36,11,15,5,17,13,21"
